gameid,date,league,split,side,week,side,position,player,team,gamelength,result,k,d,a,teamkills,teamdeaths,cs,fpts
1162008,43672.24762,LCK,2019-2,Red,7.2,Red,Jungle,bonO,Hanwha Life Esports,23.48333333,1,3,0,14,17,2,109,41.18
1162008,43672.24762,LCK,2019-2,Red,7.2,Red,Middle,Tempt,Hanwha Life Esports,23.48333333,1,5,0,8,17,2,201,35.02
1162008,43672.24762,LCK,2019-2,Red,7.2,Red,ADC,sangyoon,Hanwha Life Esports,23.48333333,1,6,1,5,17,2,230,31.6
1162008,43672.24762,LCK,2019-2,Red,7.2,Red,Support,key,Hanwha Life Esports,23.48333333,1,3,0,11,17,2,48,33.96
1162008,43672.24762,LCK,2019-2,Blue,7.2,Blue,Team,Team,Jin Air Green Wings,23.48333333,0,2,17,4,2,17,668,3.0
1162008,43672.24762,LCK,2019-2,Red,7.2,Red,Team,Team,Hanwha Life Esports,23.48333333,1,17,2,44,17,2,766,25.0
1162038,43672.31707,LCK,2019-2,Blue,7.2,Blue,Top,SoHwan,Hanwha Life Esports,43.81666667,1,7,0,6,22,4,301,39.02
1162038,43672.31707,LCK,2019-2,Blue,7.2,Blue,Jungle,bonO,Hanwha Life Esports,43.81666667,1,4,0,12,22,4,181,41.62
1162038,43672.31707,LCK,2019-2,Blue,7.2,Blue,Middle,Tempt,Hanwha Life Esports,43.81666667,1,7,2,15,22,4,413,59.26
1162038,43672.31707,LCK,2019-2,Blue,7.2,Blue,ADC,sangyoon,Hanwha Life Esports,43.81666667,1,4,0,10,22,4,384,39.68
1162038,43672.31707,LCK,2019-2,Blue,7.2,Blue,Support,key,Hanwha Life Esports,43.81666667,1,0,2,14,22,4,43,28.86
1162038,43672.31707,LCK,2019-2,Red,7.2,Red,Top,Lindarang,Jin Air Green Wings,43.81666667,0,1,2,2,4,22,295,10.9
1162038,43672.31707,LCK,2019-2,Red,7.2,Red,Jungle,Malrang,Jin Air Green Wings,43.81666667,0,1,4,0,4,22,228,3.5600000000000005
1162038,43672.31707,LCK,2019-2,Red,7.2,Red,Middle,CheonGo,Jin Air Green Wings,43.81666667,0,1,5,2,4,22,300,8.0
1162038,43672.31707,LCK,2019-2,Red,7.2,Red,ADC,Route,Jin Air Green Wings,43.81666667,0,1,2,0,4,22,385,8.7
1162038,43672.31707,LCK,2019-2,Red,7.2,Red,Support,Kellin,Jin Air Green Wings,43.81666667,0,0,9,2,4,22,41,-4.18
1162038,43672.31707,LCK,2019-2,Blue,7.2,Blue,Team,Team,Hanwha Life Esports,43.81666667,1,22,4,57,22,4,1322,18.0
1162038,43672.31707,LCK,2019-2,Red,7.2,Red,Team,Team,Jin Air Green Wings,43.81666667,0,4,22,6,4,22,1249,9.0
980198,43672.43441,LEC,2019-2,Blue,6,Blue,Top,Odoamne,Schalke 04,32.95,1,1,3,3,11,5,230,10.6
980198,43672.43441,LEC,2019-2,Blue,6,Blue,Jungle,Trick,Schalke 04,32.95,1,3,0,7,11,5,164,26.28
980198,43672.43441,LEC,2019-2,Blue,6,Blue,Middle,Abbedagge,Schalke 04,32.95,1,2,0,5,11,5,350,23.0
980198,43672.43441,LEC,2019-2,Blue,6,Blue,ADC,Upset,Schalke 04,32.95,1,5,2,4,11,5,352,28.04
980198,43672.43441,LEC,2019-2,Blue,6,Blue,Support,IgNar,Schalke 04,32.95,1,0,0,8,11,5,15,16.3
980198,43672.43441,LEC,2019-2,Red,6,Red,Top,Sacre,SK Gaming,32.95,0,2,1,1,5,11,293,12.86
980198,43672.43441,LEC,2019-2,Red,6,Red,Jungle,Selfmade,SK Gaming,32.95,0,0,1,3,5,11,147,7.939999999999999
980198,43672.43441,LEC,2019-2,Red,6,Red,Middle,Pirean,SK Gaming,32.95,0,2,2,0,5,11,350,11.0
980198,43672.43441,LEC,2019-2,Red,6,Red,ADC,Crownshot,SK Gaming,32.95,0,1,2,2,5,11,325,11.5
980198,43672.43441,LEC,2019-2,Red,6,Red,Support,Dreams,SK Gaming,32.95,0,0,5,2,5,11,12,-0.76
980198,43672.43441,LEC,2019-2,Blue,6,Blue,Team,Team,Schalke 04,32.95,1,11,5,27,11,5,1111,21.0
980198,43672.43441,LEC,2019-2,Red,6,Red,Team,Team,SK Gaming,32.95,0,5,11,8,5,11,1127,11.0
980212,43672.48704,LEC,2019-2,Blue,6,Blue,Top,Profit,Rogue,30.55,0,0,2,4,7,16,219,10.38
980212,43672.48704,LEC,2019-2,Blue,6,Blue,Jungle,Inspired,Rogue,30.55,0,0,4,6,7,16,145,10.9
980212,43672.48704,LEC,2019-2,Blue,6,Blue,Middle,Larssen,Rogue,30.55,0,6,2,0,7,16,270,21.4
980212,43672.48704,LEC,2019-2,Blue,6,Blue,ADC,Woolite,Rogue,30.55,0,0,5,5,7,16,131,7.62
980212,43672.48704,LEC,2019-2,Blue,6,Blue,Support,Vander,Rogue,30.55,0,1,3,5,7,16,139,12.78
980212,43672.48704,LEC,2019-2,Red,6,Red,Top,Expect,Excel Esports,30.55,1,3,1,9,16,7,297,31.94
980212,43672.48704,LEC,2019-2,Red,6,Red,Jungle,Caedrel,Excel Esports,30.55,1,3,1,10,16,7,162,31.24
980212,43672.48704,LEC,2019-2,Red,6,Red,Middle,Mickey,Excel Esports,30.55,1,4,0,6,16,7,260,29.2
980212,43672.48704,LEC,2019-2,Red,6,Red,ADC,Jeskla,Excel Esports,30.55,1,5,2,7,16,7,279,32.58
980212,43672.48704,LEC,2019-2,Red,6,Red,Support,Mystiques,Excel Esports,30.55,1,1,3,8,16,7,68,17.36
980212,43672.48704,LEC,2019-2,Blue,6,Blue,Team,Team,Rogue,30.55,0,7,16,20,7,16,904,3.0
980212,43672.48704,LEC,2019-2,Red,6,Red,Team,Team,Excel Esports,30.55,1,16,7,40,16,7,1066,22.0
980223,43672.52575,LEC,2019-2,Blue,6,Blue,Top,Dan Dan,Misfits,31.33333333,1,4,1,3,26,13,292,22.84
980223,43672.52575,LEC,2019-2,Blue,6,Blue,Jungle,Kirei,Misfits,31.33333333,1,5,2,8,26,13,167,32.34
980223,43672.52575,LEC,2019-2,Blue,6,Blue,Middle,LIDER,Misfits,31.33333333,1,12,3,7,26,13,275,54.5
980223,43672.52575,LEC,2019-2,Blue,6,Blue,ADC,Neon,Misfits,31.33333333,1,3,3,8,26,13,318,28.36
980223,43672.52575,LEC,2019-2,Blue,6,Blue,Support,H1IVA,Misfits,31.33333333,1,2,4,13,26,13,61,31.22
980223,43672.52575,LEC,2019-2,Red,6,Red,Top,Bwipo,Fnatic,31.33333333,0,2,6,3,13,26,249,10.98
980223,43672.52575,LEC,2019-2,Red,6,Red,Jungle,Broxah,Fnatic,31.33333333,0,1,4,8,13,26,209,19.18
980223,43672.52575,LEC,2019-2,Red,6,Red,Middle,Nemesis,Fnatic,31.33333333,0,2,7,5,13,26,257,14.14
980223,43672.52575,LEC,2019-2,Red,6,Red,ADC,Rekkles,Fnatic,31.33333333,0,3,1,7,13,26,307,28.14
980223,43672.52575,LEC,2019-2,Red,6,Red,Support,Hylissang,Fnatic,31.33333333,0,5,8,2,13,26,66,12.32
980223,43672.52575,LEC,2019-2,Blue,6,Blue,Team,Team,Misfits,31.33333333,1,26,13,39,26,13,1113,19.0
980223,43672.52575,LEC,2019-2,Red,6,Red,Team,Team,Fnatic,31.33333333,0,13,26,25,13,26,1088,5.0
980240,43672.58325,LEC,2019-2,Blue,6,Blue,Top,Vizicsacsi,Splyce,41.88333333,1,6,4,3,19,18,333,26.66
980240,43672.58325,LEC,2019-2,Blue,6,Blue,Jungle,Xerxe,Splyce,41.88333333,1,1,3,7,19,18,138,16.76
980240,43672.58325,LEC,2019-2,Blue,6,Blue,Middle,Humanoid,Splyce,41.88333333,1,1,4,3,19,18,417,13.34
980240,43672.58325,LEC,2019-2,Blue,6,Blue,ADC,Kobbe,Splyce,41.88333333,1,9,1,7,19,18,414,48.28
980240,43672.58325,LEC,2019-2,Blue,6,Blue,Support,Norskeren,Splyce,41.88333333,1,2,6,12,19,18,19,26.38
980240,43672.58325,LEC,2019-2,Red,6,Red,Top,Cabochard,Vitality,41.88333333,0,4,2,8,18,19,323,32.46
980240,43672.58325,LEC,2019-2,Red,6,Red,Jungle,Mowgli,Vitality,41.88333333,0,5,4,7,18,19,187,28.74
980240,43672.58325,LEC,2019-2,Red,6,Red,Middle,Jiizuke,Vitality,41.88333333,0,7,3,4,18,19,365,33.3
980240,43672.58325,LEC,2019-2,Red,6,Red,ADC,Attila,Vitality,41.88333333,0,2,3,5,18,19,352,20.04
980240,43672.58325,LEC,2019-2,Red,6,Red,Support,Jactroll,Vitality,41.88333333,0,0,7,7,18,19,56,8.120000000000001
980240,43672.58325,LEC,2019-2,Blue,6,Blue,Team,Team,Splyce,41.88333333,1,19,18,32,19,18,1321,20.0
980240,43672.58325,LEC,2019-2,Red,6,Red,Team,Team,Vitality,41.88333333,0,18,19,31,18,19,1283,27.0
980243,43672.61638,LEC,2019-2,Blue,6,Blue,Top,Wunder,G2 Esports,23.98333333,1,2,1,6,18,5,162,20.24
980243,43672.61638,LEC,2019-2,Blue,6,Blue,Jungle,Jankos,G2 Esports,23.98333333,1,3,0,7,18,5,134,25.68
980243,43672.61638,LEC,2019-2,Blue,6,Blue,Middle,Caps,G2 Esports,23.98333333,1,7,0,7,18,5,215,39.3
980243,43672.61638,LEC,2019-2,Blue,6,Blue,ADC,Perkz,G2 Esports,23.98333333,1,6,2,3,18,5,221,26.42
980243,43672.61638,LEC,2019-2,Blue,6,Blue,Support,Mikyx,G2 Esports,23.98333333,1,0,2,12,18,5,13,24.26
980243,43672.61638,LEC,2019-2,Red,6,Red,Top,Alphari,Origen,23.98333333,0,0,5,2,5,18,181,2.62
980243,43672.61638,LEC,2019-2,Red,6,Red,Jungle,Kold,Origen,23.98333333,0,2,3,2,5,18,106,9.12
980243,43672.61638,LEC,2019-2,Red,6,Red,Middle,Nukeduck,Origen,23.98333333,0,0,4,1,5,18,172,1.44
980243,43672.61638,LEC,2019-2,Red,6,Red,ADC,Patrik,Origen,23.98333333,0,1,2,2,5,18,187,8.74
980243,43672.61638,LEC,2019-2,Red,6,Red,Support,Mithy,Origen,23.98333333,0,2,4,2,5,18,18,6.36
980243,43672.61638,LEC,2019-2,Blue,6,Blue,Team,Team,G2 Esports,23.98333333,1,18,5,35,18,5,745,18.0
980243,43672.61638,LEC,2019-2,Red,6,Red,Team,Team,Origen,23.98333333,0,5,18,9,5,18,664,5.0
1152100,43672.11461,LMS,2019-2,Blue,6.1,Blue,Top,Leaky,Alpha Esports,30.48333333,0,1,7,4,5,15,233,8.66
1152100,43672.11461,LMS,2019-2,Blue,6.1,Blue,Jungle,WSY,Alpha Esports,30.48333333,0,4,2,1,5,15,219,16.38
1152100,43672.11461,LMS,2019-2,Blue,6.1,Blue,Middle,Caipi,Alpha Esports,30.48333333,0,0,3,1,5,15,244,3.88
1152100,43672.11461,LMS,2019-2,Blue,6.1,Blue,ADC,Xiaoemo,Alpha Esports,30.48333333,0,0,3,0,5,15,307,3.140000000000001
1152100,43672.11461,LMS,2019-2,Blue,6.1,Blue,Support,SkuLL,Alpha Esports,30.48333333,0,0,0,0,5,15,67,1.34
1152100,43672.11461,LMS,2019-2,Red,6.1,Red,Top,3z,Hong Kong Attitude,30.48333333,1,6,3,5,15,5,288,30.76
1152100,43672.11461,LMS,2019-2,Red,6.1,Red,Jungle,Crash,Hong Kong Attitude,30.48333333,1,1,1,3,15,5,215,12.3
1152100,43672.11461,LMS,2019-2,Red,6.1,Red,Middle,M1ssion,Hong Kong Attitude,30.48333333,1,3,1,6,15,5,304,26.08
1152100,43672.11461,LMS,2019-2,Red,6.1,Red,ADC,Unified,Hong Kong Attitude,30.48333333,1,5,0,3,15,5,351,28.02
1152100,43672.11461,LMS,2019-2,Red,6.1,Red,Support,Kaiwing,Hong Kong Attitude,30.48333333,1,0,0,9,15,5,17,18.34
1152100,43672.11461,LMS,2019-2,Blue,6.1,Blue,Team,Team,Alpha Esports,30.48333333,0,5,15,6,5,15,1070,6.0
1152100,43672.11461,LMS,2019-2,Red,6.1,Red,Team,Team,Hong Kong Attitude,30.48333333,1,15,5,26,15,5,1175,26.0
1152117,43672.16038,LMS,2019-2,Blue,6.1,Blue,Top,3z,Hong Kong Attitude,20.15,1,2,1,1,16,1,149,9.98
1152117,43672.16038,LMS,2019-2,Blue,6.1,Blue,Jungle,Crash,Hong Kong Attitude,20.15,1,3,0,4,16,1,128,19.56
1152117,43672.16038,LMS,2019-2,Blue,6.1,Blue,Middle,M1ssion,Hong Kong Attitude,20.15,1,7,0,4,16,1,162,32.24
1152117,43672.16038,LMS,2019-2,Blue,6.1,Blue,ADC,Unified,Hong Kong Attitude,20.15,1,4,0,7,16,1,199,29.98
1152117,43672.16038,LMS,2019-2,Blue,6.1,Blue,Support,Kaiwing,Hong Kong Attitude,20.15,1,0,0,13,16,1,8,28.16
1152117,43672.16038,LMS,2019-2,Red,6.1,Red,Top,Leaky,Alpha Esports,20.15,0,1,2,0,1,16,129,3.58
1152117,43672.16038,LMS,2019-2,Red,6.1,Red,Jungle,WSY,Alpha Esports,20.15,0,0,3,0,1,16,87,-1.26
1152117,43672.16038,LMS,2019-2,Red,6.1,Red,Middle,Caipi,Alpha Esports,20.15,0,0,4,0,1,16,155,-0.8999999999999999
1152117,43672.16038,LMS,2019-2,Red,6.1,Red,ADC,Xiaoemo,Alpha Esports,20.15,0,0,2,0,1,16,163,1.2600000000000002
1152117,43672.16038,LMS,2019-2,Red,6.1,Red,Support,SkuLL,Alpha Esports,20.15,0,0,5,0,1,16,34,-4.32
1152117,43672.16038,LMS,2019-2,Blue,6.1,Blue,Team,Team,Hong Kong Attitude,20.15,1,16,1,29,16,1,646,19.0
1152117,43672.16038,LMS,2019-2,Red,6.1,Red,Team,Team,Alpha Esports,20.15,0,1,16,0,1,16,568,2.0
1152150,43672.20389,LMS,2019-2,Blue,6.1,Blue,Top,PK,G-Rex,31.58333333,1,3,0,4,10,2,260,22.2
1152150,43672.20389,LMS,2019-2,Blue,6.1,Blue,Jungle,Gemini,G-Rex,31.58333333,1,5,0,1,10,2,194,20.88
1152150,43672.20389,LMS,2019-2,Blue,6.1,Blue,Middle,Candy,G-Rex,31.58333333,1,1,2,5,10,2,225,15.5
1152150,43672.20389,LMS,2019-2,Blue,6.1,Blue,ADC,Bruce,G-Rex,31.58333333,1,0,0,9,10,2,342,24.84
1152150,43672.20389,LMS,2019-2,Blue,6.1,Blue,Support,Yoon,G-Rex,31.58333333,1,1,0,8,10,2,76,20.52
1152150,43672.20389,LMS,2019-2,Red,6.1,Red,Top,Ziv,AHQ e-Sports Club,31.58333333,0,0,3,1,2,10,265,4.3
1152150,43672.20389,LMS,2019-2,Red,6.1,Red,Jungle,Alex,AHQ e-Sports Club,31.58333333,0,0,1,1,2,10,159,4.18
1152150,43672.20389,LMS,2019-2,Red,6.1,Red,Middle,Apex,AHQ e-Sports Club,31.58333333,0,2,2,0,2,10,275,9.5
1152150,43672.20389,LMS,2019-2,Red,6.1,Red,ADC,Wako,AHQ e-Sports Club,31.58333333,0,0,2,0,2,10,340,4.8
1152150,43672.20389,LMS,2019-2,Red,6.1,Red,Support,Ysera,AHQ e-Sports Club,31.58333333,0,0,2,0,2,10,22,-1.56
1152150,43672.20389,LMS,2019-2,Blue,6.1,Blue,Team,Team,G-Rex,31.58333333,1,10,2,27,10,2,1097,22.0
1152150,43672.20389,LMS,2019-2,Red,6.1,Red,Team,Team,AHQ e-Sports Club,31.58333333,0,2,10,2,2,10,1061,6.0
1152172,43672.25309,LMS,2019-2,Blue,6.1,Blue,Top,Ziv,AHQ e-Sports Club,41.6,1,4,1,7,24,10,265,30.3
1152172,43672.25309,LMS,2019-2,Blue,6.1,Blue,Jungle,Alex,AHQ e-Sports Club,41.6,1,1,0,14,24,10,184,36.68
1152172,43672.25309,LMS,2019-2,Blue,6.1,Blue,Middle,Apex,AHQ e-Sports Club,41.6,1,9,2,10,24,10,335,51.7
1152172,43672.25309,LMS,2019-2,Blue,6.1,Blue,ADC,Wako,AHQ e-Sports Club,41.6,1,9,2,8,24,10,337,47.74
1152172,43672.25309,LMS,2019-2,Blue,6.1,Blue,Support,Ysera,AHQ e-Sports Club,41.6,1,1,5,13,24,10,64,27.28
1152172,43672.25309,LMS,2019-2,Red,6.1,Red,Top,PK,G-Rex,41.6,0,6,4,1,10,24,318,22.36
1152172,43672.25309,LMS,2019-2,Red,6.1,Red,Jungle,Gemini,G-Rex,41.6,0,1,8,6,10,24,148,9.96
1152172,43672.25309,LMS,2019-2,Red,6.1,Red,Middle,Candy,G-Rex,41.6,0,1,5,2,10,24,366,9.32
1152172,43672.25309,LMS,2019-2,Red,6.1,Red,ADC,Bruce,G-Rex,41.6,0,2,4,6,10,24,413,22.26
1152172,43672.25309,LMS,2019-2,Red,6.1,Red,Support,Yoon,G-Rex,41.6,0,0,3,9,10,24,93,16.86
1152172,43672.25309,LMS,2019-2,Blue,6.1,Blue,Team,Team,AHQ e-Sports Club,41.6,1,24,10,52,24,10,1185,28.0
1152172,43672.25309,LMS,2019-2,Red,6.1,Red,Team,Team,G-Rex,41.6,0,10,24,24,10,24,1338,11.0
1152197,43672.30066,LMS,2019-2,Blue,6.1,Blue,Top,PK,G-Rex,39.78333333,1,4,3,6,20,12,319,27.38
1152197,43672.30066,LMS,2019-2,Blue,6.1,Blue,Jungle,Gemini,G-Rex,39.78333333,1,3,6,13,20,12,177,34.54
1152197,43672.30066,LMS,2019-2,Blue,6.1,Blue,Middle,Candy,G-Rex,39.78333333,1,3,0,13,20,12,258,42.16
1152197,43672.30066,LMS,2019-2,Blue,6.1,Blue,ADC,Bruce,G-Rex,39.78333333,1,10,1,8,20,12,403,55.06
1152197,43672.30066,LMS,2019-2,Blue,6.1,Blue,Support,Yoon,G-Rex,39.78333333,1,0,2,16,20,12,95,33.9
1152197,43672.30066,LMS,2019-2,Red,6.1,Red,Top,Ziv,AHQ e-Sports Club,39.78333333,0,1,3,5,12,20,320,16.4
1152197,43672.30066,LMS,2019-2,Red,6.1,Red,Jungle,Alex,AHQ e-Sports Club,39.78333333,0,1,5,9,12,20,165,19.3
1152197,43672.30066,LMS,2019-2,Red,6.1,Red,Middle,Apex,AHQ e-Sports Club,39.78333333,0,8,3,1,12,20,339,29.78
1152197,43672.30066,LMS,2019-2,Red,6.1,Red,ADC,Wako,AHQ e-Sports Club,39.78333333,0,2,4,8,12,20,367,25.34
1152197,43672.30066,LMS,2019-2,Red,6.1,Red,Support,Ysera,AHQ e-Sports Club,39.78333333,0,0,5,8,12,20,79,12.58
1152197,43672.30066,LMS,2019-2,Blue,6.1,Blue,Team,Team,G-Rex,39.78333333,1,20,12,56,20,12,1252,25.0
1152197,43672.30066,LMS,2019-2,Red,6.1,Red,Team,Team,AHQ e-Sports Club,39.78333333,0,12,20,31,12,20,1270,4.0
1152584,43673.11397,LCK,2019-2,Blue,7.3,Blue,Top,Rascal,Kingzone DragonX,42.58333333,0,2,3,6,12,18,426,23.52
1152584,43673.11397,LCK,2019-2,Blue,7.3,Blue,Jungle,Cuzz,Kingzone DragonX,42.58333333,0,2,4,7,12,18,137,18.74
1152584,43673.11397,LCK,2019-2,Blue,7.3,Blue,Middle,Naehyun,Kingzone DragonX,42.58333333,0,2,4,6,12,18,372,21.44
1152584,43673.11397,LCK,2019-2,Blue,7.3,Blue,ADC,Deft,Kingzone DragonX,42.58333333,0,6,4,5,12,18,466,33.32
1152584,43673.11397,LCK,2019-2,Blue,7.3,Blue,Support,TusiN,Kingzone DragonX,42.58333333,0,0,3,9,12,18,22,15.44
1152584,43673.11397,LCK,2019-2,Red,7.3,Red,Top,Kiin,Afreeca Freecs,42.58333333,1,5,1,6,18,12,454,35.08
1152584,43673.11397,LCK,2019-2,Red,7.3,Red,Jungle,Dread,Afreeca Freecs,42.58333333,1,0,2,12,18,12,202,28.04
1152584,43673.11397,LCK,2019-2,Red,7.3,Red,Middle,Ucal,Afreeca Freecs,42.58333333,1,1,5,7,18,12,399,19.98
1152584,43673.11397,LCK,2019-2,Red,7.3,Red,ADC,Aiming,Afreeca Freecs,42.58333333,1,11,0,5,18,12,454,54.08
1152584,43673.11397,LCK,2019-2,Red,7.3,Red,Support,Senan,Afreeca Freecs,42.58333333,1,1,4,9,18,12,44,17.88
1152584,43673.11397,LCK,2019-2,Blue,7.3,Blue,Team,Team,Kingzone DragonX,42.58333333,0,12,18,33,12,18,1423,6.0
1152584,43673.11397,LCK,2019-2,Red,7.3,Red,Team,Team,Afreeca Freecs,42.58333333,1,18,12,39,18,12,1553,32.0
1152624,43673.17738,LCK,2019-2,Blue,7.3,Blue,Top,Kiin,Afreeca Freecs,34.65,0,1,6,9,17,27,236,19.72
1152624,43673.17738,LCK,2019-2,Blue,7.3,Blue,Jungle,Dread,Afreeca Freecs,34.65,0,2,8,6,17,27,155,13.1
1152624,43673.17738,LCK,2019-2,Blue,7.3,Blue,Middle,Ucal,Afreeca Freecs,34.65,0,11,5,3,17,27,273,41.46
1152624,43673.17738,LCK,2019-2,Blue,7.3,Blue,ADC,Aiming,Afreeca Freecs,34.65,0,3,3,8,17,27,301,28.02
1152624,43673.17738,LCK,2019-2,Blue,7.3,Blue,Support,Senan,Afreeca Freecs,34.65,0,0,5,9,17,27,72,14.44
1152624,43673.17738,LCK,2019-2,Red,7.3,Red,Top,Rascal,Kingzone DragonX,34.65,1,6,3,8,27,17,248,35.96
1152624,43673.17738,LCK,2019-2,Red,7.3,Red,Jungle,Cuzz,Kingzone DragonX,34.65,1,5,4,13,27,17,175,42.5
1152624,43673.17738,LCK,2019-2,Red,7.3,Red,Middle,Naehyun,Kingzone DragonX,34.65,1,9,3,9,27,17,269,47.38
1152624,43673.17738,LCK,2019-2,Red,7.3,Red,ADC,Deft,Kingzone DragonX,34.65,1,6,3,10,27,17,330,41.6
1152624,43673.17738,LCK,2019-2,Red,7.3,Red,Support,TusiN,Kingzone DragonX,34.65,1,1,4,11,27,17,47,23.94
1152624,43673.17738,LCK,2019-2,Blue,7.3,Blue,Team,Team,Afreeca Freecs,34.65,0,17,27,35,17,27,1037,8.0
1152624,43673.17738,LCK,2019-2,Red,7.3,Red,Team,Team,Kingzone DragonX,34.65,1,27,17,51,27,17,1069,18.0
1152631,43673.21157,LCK,2019-2,Blue,7.3,Blue,Top,Rascal,Kingzone DragonX,37.31666667,0,2,4,4,7,15,316,16.32
1152631,43673.21157,LCK,2019-2,Blue,7.3,Blue,Jungle,Cuzz,Kingzone DragonX,37.31666667,0,1,5,3,7,15,165,7.300000000000002
1152631,43673.21157,LCK,2019-2,Blue,7.3,Blue,Middle,Naehyun,Kingzone DragonX,37.31666667,0,1,1,3,7,15,372,15.44
1152631,43673.21157,LCK,2019-2,Blue,7.3,Blue,ADC,Deft,Kingzone DragonX,37.31666667,0,3,1,3,7,15,374,21.48
1152631,43673.21157,LCK,2019-2,Blue,7.3,Blue,Support,TusiN,Kingzone DragonX,37.31666667,0,0,4,3,7,15,68,3.3600000000000003
1152631,43673.21157,LCK,2019-2,Red,7.3,Red,Top,Kiin,Afreeca Freecs,37.31666667,1,3,2,4,15,7,372,22.44
1152631,43673.21157,LCK,2019-2,Red,7.3,Red,Jungle,Dread,Afreeca Freecs,37.31666667,1,3,2,6,15,7,199,22.98
1152631,43673.21157,LCK,2019-2,Red,7.3,Red,Middle,Ucal,Afreeca Freecs,37.31666667,1,7,0,2,15,7,366,32.32
1152631,43673.21157,LCK,2019-2,Red,7.3,Red,ADC,Aiming,Afreeca Freecs,37.31666667,1,2,1,4,15,7,390,20.8
1152631,43673.21157,LCK,2019-2,Red,7.3,Red,Support,Senan,Afreeca Freecs,37.31666667,1,0,2,5,15,7,69,9.38
1152631,43673.21157,LCK,2019-2,Blue,7.3,Blue,Team,Team,Kingzone DragonX,37.31666667,0,7,15,16,7,15,1295,4.0
1152631,43673.21157,LCK,2019-2,Red,7.3,Red,Team,Team,Afreeca Freecs,37.31666667,1,15,7,21,15,7,1396,28.0
1152651,43673.25394,LCK,2019-2,Blue,7.3,Blue,Top,CuVee,Gen.G,38.68333333,1,2,1,4,8,3,233,17.66
1152651,43673.25394,LCK,2019-2,Blue,7.3,Blue,Jungle,Peanut,Gen.G,38.68333333,1,2,2,2,8,3,167,11.34
1152651,43673.25394,LCK,2019-2,Blue,7.3,Blue,Middle,Fly,Gen.G,38.68333333,1,0,0,5,8,3,347,16.94
1152651,43673.25394,LCK,2019-2,Blue,7.3,Blue,ADC,Ruler,Gen.G,38.68333333,1,4,0,3,8,3,448,26.96
1152651,43673.25394,LCK,2019-2,Blue,7.3,Blue,Support,Life,Gen.G,38.68333333,1,0,0,7,8,3,8,14.16
1152651,43673.25394,LCK,2019-2,Red,7.3,Red,Top,Kingen,KT Rolster,38.68333333,0,0,2,1,3,8,342,6.84
1152651,43673.25394,LCK,2019-2,Red,7.3,Red,Jungle,Score,KT Rolster,38.68333333,0,0,2,0,3,8,175,1.5
1152651,43673.25394,LCK,2019-2,Red,7.3,Red,Middle,Bdd,KT Rolster,38.68333333,0,0,1,1,3,8,383,8.66
1152651,43673.25394,LCK,2019-2,Red,7.3,Red,ADC,PraY,KT Rolster,38.68333333,0,2,1,1,3,8,402,15.04
1152651,43673.25394,LCK,2019-2,Red,7.3,Red,Support,SnowFlower,KT Rolster,38.68333333,0,1,2,0,3,8,66,2.3200000000000003
1152651,43673.25394,LCK,2019-2,Blue,7.3,Blue,Team,Team,Gen.G,38.68333333,1,8,3,21,8,3,1203,19.0
1152651,43673.25394,LCK,2019-2,Red,7.3,Red,Team,Team,KT Rolster,38.68333333,0,3,8,3,3,8,1368,13.0
1162529,43673.32612,LCK,2019-2,Blue,7.3,Blue,Top,Smeb,KT Rolster,33.6,0,1,2,0,2,13,274,6.48
1162529,43673.32612,LCK,2019-2,Blue,7.3,Blue,Jungle,Score,KT Rolster,33.6,0,0,2,1,2,13,159,3.18
1162529,43673.32612,LCK,2019-2,Blue,7.3,Blue,Middle,Bdd,KT Rolster,33.6,0,0,2,0,2,13,317,4.34
1162529,43673.32612,LCK,2019-2,Blue,7.3,Blue,ADC,PraY,KT Rolster,33.6,0,1,1,1,2,13,334,10.68
1162529,43673.32612,LCK,2019-2,Blue,7.3,Blue,Support,SnowFlower,KT Rolster,33.6,0,0,6,2,2,13,23,-1.54
1162529,43673.32612,LCK,2019-2,Red,7.3,Red,Top,CuVee,Gen.G,33.6,1,1,0,9,13,2,253,26.06
1162529,43673.32612,LCK,2019-2,Red,7.3,Red,Jungle,Peanut,Gen.G,33.6,1,1,0,8,13,2,203,23.06
1162529,43673.32612,LCK,2019-2,Red,7.3,Red,Middle,Fly,Gen.G,33.6,1,1,1,8,13,2,266,23.32
1162529,43673.32612,LCK,2019-2,Red,7.3,Red,ADC,Ruler,Gen.G,33.6,1,9,1,4,13,2,394,41.88
1162529,43673.32612,LCK,2019-2,Red,7.3,Red,Support,Life,Gen.G,33.6,1,1,0,10,13,2,56,24.12
1162529,43673.32612,LCK,2019-2,Blue,7.3,Blue,Team,Team,KT Rolster,33.6,0,2,13,4,2,13,1107,5.0
1162529,43673.32612,LCK,2019-2,Red,7.3,Red,Team,Team,Gen.G,33.6,1,13,2,39,13,2,1172,24.0
1162877,43674.08788,LCK,2019-2,Blue,7.4,Blue,Top,Doran,Griffin,33.46666667,0,2,0,0,3,6,339,12.78
1162877,43674.08788,LCK,2019-2,Blue,7.4,Blue,Jungle,Tarzan,Griffin,33.46666667,0,0,1,2,3,6,200,7.0
1162877,43674.08788,LCK,2019-2,Blue,7.4,Blue,Middle,Chovy,Griffin,33.46666667,0,1,1,0,3,6,346,8.92
